candidate,fold,train_n,train_wr,train_pf,train_sum_r,test_n,test_wr,test_pf,test_sum_r,params
grid_bb_std=1.5_stop_atr_mult=1.75_min_rr=0.6,7,17,0.5294117647058824,0.8766136464280159,-1.0309300000000006,9,0.6666666666666666,1.5161330818407504,1.64456,"{""bb_std"": 1.5, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.5_stop_atr_mult=1.75_min_rr=0.6,8,16,0.6875,1.6190843444970748,3.3393099999999993,8,0.625,1.0620752251170422,0.19902000000000045,"{""bb_std"": 1.5, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,0,40,0.725,2.410867148123863,18.805419999999998,14,0.7142857142857143,1.8974373602300216,3.93275,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,1,35,0.7142857142857143,2.049009404426308,12.246440000000002,12,0.4166666666666667,0.44825292904191855,-4.15641,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,2,29,0.5862068965517241,1.0056829345480123,0.0757800000000002,14,0.5714285714285714,1.03606453653907,0.23598000000000025,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,3,28,0.5357142857142857,0.8917021166822039,-1.5323099999999985,10,0.6,1.0117197760657095,0.051309999999999835,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,4,27,0.5555555555555556,0.904522686799074,-1.2363300000000002,16,0.6875,1.5248714346659624,2.94044,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,5,30,0.6333333333333333,1.215739097858887,2.6202700000000005,16,0.3125,0.32309485861925,-7.734,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,6,35,0.5142857142857142,0.7342054501797339,-4.908210000000001,10,0.9,5.606202838875405,4.87737,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,7,31,0.5483870967741935,0.8172511588441843,-2.6793099999999996,12,0.5833333333333334,1.2905082841898343,1.55175,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.4,8,25,0.72,1.8962365653301403,7.005459999999999,12,0.4166666666666667,0.5729419542579102,-3.2491899999999996,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,0,32,0.6875,2.393342039259582,16.80475,9,0.5555555555555556,1.4523625559940028,1.9671800000000006,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,1,28,0.6428571428571429,1.796302897635343,9.203429999999999,10,0.4,0.45291579611062344,-3.5401599999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,2,22,0.5,0.9017298973002993,-1.18556,12,0.5,0.9198457804675741,-0.5218199999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,3,24,0.5,0.8738680213299789,-1.6484100000000008,9,0.6666666666666666,1.347396497248183,1.1500700000000001,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,4,23,0.5652173913043478,1.0178630301489857,0.19397000000000036,15,0.6666666666666666,1.4682305750049243,2.6147400000000003,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,5,28,0.6428571428571429,1.307322045415935,3.4190099999999997,14,0.35714285714285715,0.4809782981521292,-4.917850000000001,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,6,32,0.53125,0.8588542904682672,-2.3158200000000004,5,0.8,3.5179886108452796,2.6574599999999995,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,7,24,0.5,0.8565469508149295,-1.8247399999999998,11,0.6363636363636364,1.7274936333015094,3.116589999999999,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.25_min_rr=0.6,8,19,0.6842105263157895,1.9623333570592394,6.35447,11,0.36363636363636365,0.5083785379461191,-3.72213,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.25, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,0,37,0.7297297297297297,2.3559137796656744,15.692180000000002,11,0.6363636363636364,1.3847946707770544,1.65262,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,1,31,0.7096774193548387,1.9855611777670856,10.159480000000002,12,0.5833333333333334,0.7220785555636231,-1.49278,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,2,26,0.6153846153846154,1.032814187723299,0.35544000000000053,13,0.6153846153846154,1.225818701106683,1.1179899999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,3,27,0.6296296296296297,1.160468819901426,1.6786899999999996,9,0.6666666666666666,1.1395308085574716,0.45387000000000016,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,4,25,0.64,1.1165003735644672,1.1258200000000007,15,0.6666666666666666,1.2427274323592679,1.32702,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,5,28,0.6785714285714286,1.2815271313761663,2.7898099999999997,14,0.35714285714285715,0.40587560478968787,-5.54668,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,6,32,0.53125,0.7273426796539236,-4.3584,8,0.875,4.116444903265275,3.2603,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,7,27,0.5555555555555556,0.8140765445642469,-2.321840000000001,11,0.6363636363636364,1.4525879103845363,1.91246,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.4,8,22,0.7272727272727273,1.8385231003123363,5.471380000000001,12,0.5,0.6727546166868272,-2.112850000000001,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,0,27,0.7407407407407407,2.9590093177797563,16.089989999999997,9,0.5555555555555556,1.2252749820105224,0.9642399999999995,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,1,24,0.6666666666666666,1.9423875635875514,8.57911,9,0.5555555555555556,0.6963628057024045,-1.3026399999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,2,21,0.5714285714285714,0.986397451277149,-0.13175999999999943,12,0.5833333333333334,1.1526130753957413,0.7540199999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,3,23,0.6086956521739131,1.1611916212461262,1.50827,6,0.6666666666666666,1.2473646189452954,0.5376000000000002,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,4,20,0.65,1.2577617366716354,1.9489700000000005,11,0.5454545454545454,0.8834599655837492,-0.6278,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,5,21,0.6190476190476191,1.1018937071639687,0.8908199999999995,11,0.2727272727272727,0.34317100455634447,-5.4722,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,6,24,0.4166666666666667,0.5523552942540574,-6.563209999999999,4,0.75,2.44420547526191,1.51087,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,7,20,0.45,0.6602756475348304,-3.9009800000000006,10,0.6,1.3403673050631806,1.4365100000000002,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.5_min_rr=0.6,8,16,0.625,1.4230208672690796,2.713810000000001,11,0.5454545454545454,0.8580337145964481,-0.7701599999999996,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.5, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,0,32,0.78125,2.809782908356349,14.44214,9,0.5555555555555556,1.0596505241664855,0.2524100000000001,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,1,28,0.7142857142857143,1.8348155393824093,7.44208,10,0.6,0.7047819203076111,-1.253,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,2,22,0.5909090909090909,0.8994643705226605,-0.95894,12,0.5833333333333334,1.0152261811869663,0.07298000000000013,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,3,24,0.625,1.0632997561605573,0.5783800000000001,9,0.6666666666666666,0.9872067898351735,-0.041089999999999974,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,4,23,0.6521739130434783,1.0516935155370497,0.4403599999999999,15,0.6666666666666666,1.0772532427974981,0.41595000000000004,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,5,28,0.6785714285714286,1.110848804292368,1.0776099999999997,13,0.5384615384615384,0.786503761848671,-1.3430600000000001,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,6,31,0.6129032258064516,0.9110985308585654,-1.1322499999999998,7,0.8571428571428571,3.2193524183308324,2.30715,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,7,25,0.64,1.082005942244438,0.7733800000000003,11,0.6363636363636364,1.253165494792289,1.05929,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.4,8,21,0.7142857142857143,1.5368310064557789,3.4417900000000006,12,0.5,0.5832320453267755,-2.6539699999999997,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.4}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,0,24,0.75,2.8090852893852634,12.23289,9,0.5555555555555556,1.0596505241664855,0.2524100000000001,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,1,21,0.6666666666666666,1.7537600482653355,5.82202,6,0.3333333333333333,0.2710010486026127,-3.07978,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,2,17,0.47058823529411764,0.6564831728617979,-3.26274,8,0.625,1.2434484118167966,0.7780099999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,3,15,0.5333333333333333,0.8558499399290476,-1.0690500000000003,5,0.8,2.5267018996230326,1.6523800000000004,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,4,14,0.6428571428571429,1.2550791897424682,1.3531899999999997,8,0.5,0.7220327990581843,-1.1829200000000006,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,5,15,0.6,1.0371098010157278,0.23988999999999966,10,0.4,0.5711935786277926,-2.68501,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,6,20,0.45,0.6384793900263802,-4.14688,3,0.6666666666666666,1.6034187540882683,0.6272900000000002,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,7,17,0.47058823529411764,0.7088780999026854,-2.7223100000000007,9,0.5555555555555556,1.045567776798375,0.19024000000000013,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
grid_bb_std=1.6_stop_atr_mult=1.75_min_rr=0.6,8,14,0.5714285714285714,1.0730299839518938,0.4605300000000002,9,0.6666666666666666,1.3385143481418487,1.0906999999999998,"{""bb_std"": 1.6, ""stop_atr_mult"": 1.75, ""min_rr"": 0.6}"
